# Item:  0
# File:  C:\Users\rwiuf\Dropbox\DTU\34029 Fagprojekt\Report\Project-Graphene\VNL\PythonScripts\Lennard-Jones\Z1\SheetVib.hdf5
# Title: SheetVib.hdf5 - VibrationalMode_0
# Type:  VibrationalMode
+------------------------------------------------------------------------------+
| Vibrational Mode Report                                                      |
| ---------------------------------------------------------------------------- |
| K-point = [0.000100, 0.000100, 0.000000]   (fractional)                      |
+------------------------------------------------------------------------------+
  Mode index         Energy           Wavenumber
+------------------------------------------------------------------------------+
   Mode   0:        -1.04 meV         -8.41 cm^-1    (eigenmode available)
   Mode   1:        -1.00 meV         -8.10 cm^-1    (eigenmode available)
   Mode   2:         0.61 meV          4.88 cm^-1    (eigenmode available)
   Mode   3:         1.26 meV         10.12 cm^-1    (eigenmode available)
   Mode   4:         1.32 meV         10.68 cm^-1    (eigenmode available)
   Mode   5:         2.10 meV         16.90 cm^-1    (eigenmode available)
   Mode   6:         2.12 meV         17.11 cm^-1    (eigenmode available)
   Mode   7:         2.43 meV         19.62 cm^-1    (eigenmode available)
   Mode   8:         2.94 meV         23.70 cm^-1    (eigenmode available)
   Mode   9:         3.19 meV         25.71 cm^-1    (eigenmode available)
   Mode  10:         3.54 meV         28.53 cm^-1    (eigenmode available)
   Mode  11:         3.71 meV         29.94 cm^-1    (eigenmode available)
   Mode  12:         4.04 meV         32.61 cm^-1    (eigenmode available)
   Mode  13:         4.14 meV         33.41 cm^-1    (eigenmode available)
   Mode  14:         4.86 meV         39.21 cm^-1    (eigenmode available)
   Mode  15:         4.90 meV         39.52 cm^-1    (eigenmode available)
   Mode  16:         5.19 meV         41.85 cm^-1    (eigenmode available)
   Mode  17:         5.24 meV         42.29 cm^-1    (eigenmode available)
   Mode  18:         5.26 meV         42.41 cm^-1    (eigenmode available)
   Mode  19:         5.95 meV         48.00 cm^-1    (eigenmode available)
   Mode  20:         6.29 meV         50.73 cm^-1    (eigenmode available)
   Mode  21:         6.41 meV         51.71 cm^-1    (eigenmode available)
   Mode  22:         6.43 meV         51.85 cm^-1    (eigenmode available)
   Mode  23:         6.46 meV         52.09 cm^-1    (eigenmode available)
   Mode  24:         6.72 meV         54.24 cm^-1    (eigenmode available)
   Mode  25:         6.92 meV         55.78 cm^-1    (eigenmode available)
   Mode  26:         6.92 meV         55.81 cm^-1    (eigenmode available)
   Mode  27:         6.92 meV         55.85 cm^-1    (eigenmode available)
   Mode  28:         6.94 meV         55.94 cm^-1    (eigenmode available)
   Mode  29:         6.94 meV         55.98 cm^-1    (eigenmode available)
   Mode  30:         6.94 meV         56.00 cm^-1    (eigenmode available)
   Mode  31:         7.07 meV         57.03 cm^-1    (eigenmode available)
   Mode  32:         7.19 meV         57.99 cm^-1    (eigenmode available)
   Mode  33:         7.30 meV         58.92 cm^-1    (eigenmode available)
   Mode  34:         7.31 meV         58.93 cm^-1    (eigenmode available)
   Mode  35:         7.33 meV         59.13 cm^-1    (eigenmode available)
